id,bImg,sImg,price,regName,address,intr,shopprice,commonname,per,bins,sales
20,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 39g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,19,固肠止泻丸,国药准字Z798853414（国家食药局查询）,陕西中医学院制药厂,105
21,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,45,蒲地蓝消炎口服液,国药准字Z839844115（国家食药局查询）,江苏济川制药有限公司,110
22,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 40g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,19,固肠止泻丸,国药准字Z880834816（国家食药局查询）,陕西中医学院制药厂,115
23,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,45,蒲地蓝消炎口服液,国药准字Z921825517（国家食药局查询）,江苏济川制药有限公司,120
24,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 41g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,19,固肠止泻丸,国药准字Z962816218（国家食药局查询）,陕西中医学院制药厂,125
25,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,45,蒲地蓝消炎口服液,国药准字Z1003806919（国家食药局查询）,江苏济川制药有限公司,130
26,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 42g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,19,固肠止泻丸,国药准字Z1044797620（国家食药局查询）,陕西中医学院制药厂,135
27,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,45,蒲地蓝消炎口服液,国药准字Z1085788321（国家食药局查询）,江苏济川制药有限公司,140
28,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 43g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,19,固肠止泻丸,国药准字Z1126779022（国家食药局查询）,陕西中医学院制药厂,145
29,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,45,蒲地蓝消炎口服液,国药准字Z1167769723（国家食药局查询）,江苏济川制药有限公司,150
30,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 44g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,19,固肠止泻丸,国药准字Z1208760424（国家食药局查询）,陕西中医学院制药厂,155
31,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,45,蒲地蓝消炎口服液,国药准字Z1249751125（国家食药局查询）,江苏济川制药有限公司,160
32,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 45g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,71,固肠止泻丸,国药准字Z1290741826（国家食药局查询）,陕西中医学院制药厂,165
33,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,97,蒲地蓝消炎口服液,国药准字Z1331732527（国家食药局查询）,江苏济川制药有限公司,170
34,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 46g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,123,固肠止泻丸,国药准字Z1372723228（国家食药局查询）,陕西中医学院制药厂,175
35,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,149,蒲地蓝消炎口服液,国药准字Z1413713929（国家食药局查询）,江苏济川制药有限公司,180
36,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 47g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,175,固肠止泻丸,国药准字Z1454704630（国家食药局查询）,陕西中医学院制药厂,185
37,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,201,蒲地蓝消炎口服液,国药准字Z1495695331（国家食药局查询）,江苏济川制药有限公司,190
38,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 48g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,227,固肠止泻丸,国药准字Z1536686032（国家食药局查询）,陕西中医学院制药厂,195
39,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,253,蒲地蓝消炎口服液,国药准字Z1577676733（国家食药局查询）,江苏济川制药有限公司,200
40,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 49g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,279,固肠止泻丸,国药准字Z1618667434（国家食药局查询）,陕西中医学院制药厂,205
41,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,305,蒲地蓝消炎口服液,国药准字Z1659658135（国家食药局查询）,江苏济川制药有限公司,210
42,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 50g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,331,固肠止泻丸,国药准字Z1700648836（国家食药局查询）,陕西中医学院制药厂,215
43,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,357,蒲地蓝消炎口服液,国药准字Z1741639537（国家食药局查询）,江苏济川制药有限公司,220
44,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 51g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,383,固肠止泻丸,国药准字Z1782630238（国家食药局查询）,陕西中医学院制药厂,225
45,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,409,蒲地蓝消炎口服液,国药准字Z1823620939（国家食药局查询）,江苏济川制药有限公司,230
46,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 52g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,435,固肠止泻丸,国药准字Z1864611640（国家食药局查询）,陕西中医学院制药厂,235
47,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,461,蒲地蓝消炎口服液,国药准字Z1905602341（国家食药局查询）,江苏济川制药有限公司,240
48,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 53g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,487,固肠止泻丸,国药准字Z1946593042（国家食药局查询）,陕西中医学院制药厂,245
49,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,513,蒲地蓝消炎口服液,国药准字Z1987583743（国家食药局查询）,江苏济川制药有限公司,250
50,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 54g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,539,固肠止泻丸,国药准字Z2028574444（国家食药局查询）,陕西中医学院制药厂,255
51,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,565,蒲地蓝消炎口服液,国药准字Z2069565145（国家食药局查询）,江苏济川制药有限公司,260
52,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 55g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,591,固肠止泻丸,国药准字Z2110555846（国家食药局查询）,陕西中医学院制药厂,265
53,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,617,蒲地蓝消炎口服液,国药准字Z2151546547（国家食药局查询）,江苏济川制药有限公司,270
54,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 56g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,643,固肠止泻丸,国药准字Z2192537248（国家食药局查询）,陕西中医学院制药厂,275
55,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,669,蒲地蓝消炎口服液,国药准字Z2233527949（国家食药局查询）,江苏济川制药有限公司,280
56,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 57g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,695,固肠止泻丸,国药准字Z2274518650（国家食药局查询）,陕西中医学院制药厂,285
57,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,721,蒲地蓝消炎口服液,国药准字Z2315509351（国家食药局查询）,江苏济川制药有限公司,290
58,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 58g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,747,固肠止泻丸,国药准字Z2356500052（国家食药局查询）,陕西中医学院制药厂,295
59,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,773,蒲地蓝消炎口服液,国药准字Z2397490753（国家食药局查询）,江苏济川制药有限公司,300
60,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 59g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,799,固肠止泻丸,国药准字Z2438481454（国家食药局查询）,陕西中医学院制药厂,305
61,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,825,蒲地蓝消炎口服液,国药准字Z2479472155（国家食药局查询）,江苏济川制药有限公司,310
62,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 60g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,851,固肠止泻丸,国药准字Z2520462856（国家食药局查询）,陕西中医学院制药厂,315
63,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,877,蒲地蓝消炎口服液,国药准字Z2561453557（国家食药局查询）,江苏济川制药有限公司,320
64,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 61g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,903,固肠止泻丸,国药准字Z2602444258（国家食药局查询）,陕西中医学院制药厂,325
65,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,12,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,929,蒲地蓝消炎口服液,国药准字Z2643434959（国家食药局查询）,江苏济川制药有限公司,330
66,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,21,泾渭 固肠止泻丸 62g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,955,固肠止泻丸,国药准字Z2684425660（国家食药局查询）,陕西中医学院制药厂,335
67,../images/list1.jpg,../images/list1_1.jpg&../images/list1_2.jpg&../images/list1_3.jpg&../images/list1_4.jpg&../images/list1_5.jpg,15,济川 蒲地蓝消炎口服液 ...,160大药房横岗店,适应症：清热解毒，抗炎消肿。用于疖肿、腮腺炎、咽炎、扁桃体炎等。,981,蒲地蓝消炎口服液,国药准字Z2725416361（国家食药局查询）,江苏济川制药有限公司,340
68,../images/list2.jpg,../images/list2_1.jpg&../images/list2_2.jpg&../images/list2_3.jpg&../images/list2_4.jpg&../images/list2_5.jpg,38,泾渭 固肠止泻丸 63g,160大药房横岗店,适应症：调和肝脾，涩肠止痛。用于肝脾不和，泻痢腹痛，慢性非特异性溃疡性结肠炎上述症候者,1007,固肠止泻丸,国药准字Z2766407062（国家食药局查询）,陕西中医学院制药厂,345
